    1.472 INFO     Updating inventory 29: CF-111-CoE-Demo
    7.490 INFO     Host "IV-ISP-INET-Juniper vSRX" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.490 INFO     Host "IV-ISP-MPLS-Juniper vSRX" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.490 INFO     Host "IV-salsa-v9.1.2" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.490 INFO     Host "IV-VIPE-S-BRANCH-I" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.490 INFO     Host "IV-VIPE-S-BRANCH-II" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.491 INFO     Host "IV-VIPE-S-HUB" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.491 INFO     Host "iWAN-Web-Server" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.491 INFO     Host "IW-BRANCH1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.491 INFO     Host "IW-BRANCH-2" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.491 INFO     Host "IW-BRANCH3" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.491 INFO     Host "IW-BRANCH4" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.492 INFO     Host "IW-H-CORE-1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.492 INFO     Host "IW-H-INET-1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.492 INFO     Host "IW-H-MC-1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.492 INFO     Host "IW-HUBMPLS" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.492 INFO     Host "IW-HUB-PC" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.493 INFO     Host "IW-H-WEBSERVER" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.493 INFO     Host "IW-ISP-INET-1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.493 INFO     Host "IW-ISP-MPLS-1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.493 INFO     Host "jan2-18-sdx-demo" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.493 INFO     Host "Jenkin_Cent" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.493 INFO     Host "Jump-2-Ros" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.494 INFO     Host "Jump-Box" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.494 INFO     Host "Jump-host-Ros" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.494 INFO     Host "Kentik" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.494 INFO     Host "kickstarttest" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.494 INFO     Host "Kube_master_new" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.494 INFO     Host "kube_node1_new1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.495 INFO     Host "kube_node2_new2" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.495 INFO     Host "LB-WEB-ONE-ARM-0" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.495 INFO     Host "Linux Migration" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.495 INFO     Host "LoadBalancer" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.495 INFO     Host "ManageIQ" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.495 INFO     Host "Manageiq-chef" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.496 INFO     Host "manageiqrpm" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.496 INFO     Host "Master_1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.496 INFO     Host "MasterServer_1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.496 INFO     Host "MasterServer_2" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.496 INFO     Host "MasterServer_3" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.497 INFO     Host "M-Compute1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.497 INFO     Host "M-Compute2" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.497 INFO     Host "M-Controller1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.497 INFO     Host "M-Controller2" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.497 INFO     Host "MDM" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.497 INFO     Host "MidoNet Compute1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.497 INFO     Host "Midonet Compute2" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.498 INFO     Host "MidoNet Control VM1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.498 INFO     Host "MidoNet Gateway VM1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.498 INFO     Host "MidoNSDB VM1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.498 INFO     Host "minion1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.498 INFO     Host "minion2" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.498 INFO     Host "M-Junipercontrail" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.498 INFO     Host "ml2_compute" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.498 INFO     Host "ml2_control" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.498 INFO     Host "Mon-Nagios" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.498 INFO     Host "NCDE-DB-1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.498 INFO     Host "NCDE-WS1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.498 INFO     Host "NCX-39 Trial-SDNLAB" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.499 INFO     Host "Netbackup_Master" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.499 INFO     Host "NetBrain" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.499 INFO     Host "nexenta-auto" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.499 INFO     Host "NexentaEdge-Dep" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.499 INFO     Host "NexentaFusion 1.0.0.34" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.499 INFO     Host "NexentaFusion-1.1.1.6_Dev_Jyoti" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.604 INFO     Host "Nexentastor4-cobbler" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.605 INFO     Host "NexentaStor5.0.1.0 Dev" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.605 INFO     Host "nimashtst8" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.605 INFO     Host "Nimesa_New_2" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.605 INFO     Host "Nimesa_test" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.606 INFO     Host "nimtest1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.606 INFO     Host "NNMI_New" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.606 INFO     Host "NSX_Controller_07104153-2f40-458c-a6e2-99859bd4f89c" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.606 INFO     Host "NSX_Controller_7b7a5f4c-c572-4963-a487-39769a01a46d" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.606 INFO     Host "NTNX-16AP6B330005-A-CVM" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.606 INFO     Host "NTNX-16AP6B330005-B-CVM" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.607 INFO     Host "NTNX-16AP6B330005-C-CVM" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.607 INFO     Host "NTNX-16AP6B330005-D-CVM" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.607 INFO     Host "Nutanix_Foundation_VM-3.10" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.607 INFO     Host "OpenShiftAdmin" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.607 INFO     Host "openshiftmastertest" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.608 INFO     Host "openshift_scaleIO1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.608 INFO     Host "openshift_scaleIO2" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.608 INFO     Host "openshift_scaleIO3" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.608 INFO     Host "Openshift Worker Node-2" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.608 INFO     Host "Openstack_1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.609 INFO     Host "openstack-jcontrail1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.609 INFO     Host "Openstack_Undercloud_Newtron_Cisco_ACI (1)" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.609 INFO     Host "oradbprodserver" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.609 INFO     Host "oradbserverupload" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.609 INFO     Host "P2V-DLR-0" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.609 INFO     Host "PA-VM-8.0.0" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.610 INFO     Host "PCIDSS-Test-LAP" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.610 INFO     Host "postgress" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.610 INFO     Host "Python-test" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.610 INFO     Host "Python_win2k12" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.610 INFO     Host "Red Hat CloudForms 4.5-New" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.611 INFO     Host "RHEVM" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.611 INFO     Host "RHOS-1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.611 INFO     Host "Satellite6" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.611 INFO     Host "SatNode_1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.611 INFO     Host "ScaleIO-Vcenter" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.611 INFO     Host "SDI-Client" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.612 INFO     Host "SDN Automation Server" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.612 INFO     Host "sds1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.612 INFO     Host "sds2" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.612 INFO     Host "SDX-COE-21" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.612 INFO     Host "sdx-coe-51" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.612 INFO     Host "sdx-coe-54" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.613 INFO     Host "sdx-hea01" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.613 INFO     Host "sdxnix05" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.613 INFO     Host "sdx-vm10" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.613 INFO     Host "SDX_Win2k8_0001" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.613 INFO     Host "server" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.614 INFO     Host "SME-Ceph" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.614 INFO     Host "SQL-1-Nutanix" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.614 INFO     Host "Surveillance_IoT" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.614 INFO     Host "SUSE ADMIN" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.614 INFO     Host "SUSE CLOUD SMT" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.614 INFO     Host "T7-ACI-Openstack" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.615 INFO     Host "testbu01" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.615 INFO     Host "TestKarthik" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.615 INFO     Host "Test-VMMonitor" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.615 INFO     Host "ThousandEyes VM-RAR" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.615 INFO     Host "tsgnix01" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.615 INFO     Host "TSG-RTR1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.616 INFO     Host "TSG-RTR2" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.616 INFO     Host "TSG-RTR3" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.616 INFO     Host "TSG-Ubuntu" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.616 INFO     Host "Undercloud" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.616 INFO     Host "UnderCloud_10_Telco" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.617 INFO     Host "UndercloudRHOSP12" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.617 INFO     Host "Undercloud-RHOSP12" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.617 INFO     Host "VCenter_6.5" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.617 INFO     Host "Vcenter_demo_Ashok_2" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.617 INFO     Host "VCF_DNS" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.617 INFO     Host "VCF-DNS-SUBDOMAIN" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.618 INFO     Host "VC_Nimesa" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.618 INFO     Host "VM2-App2" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.618 INFO     Host "VM_Test1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.618 INFO     Host "VMware vRealize Network Insight Platform" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.618 INFO     Host "vRA-REPO" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.618 INFO     Host "VSRX-Contrail" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.618 INFO     Host "VVD-DNS" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.618 INFO     Host "WIN-ABC" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.618 INFO     Host "winchefclient" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.619 INFO     Host "Windows-AD" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.619 INFO     Host "Windows_NImesa_test_New_cl_Oct_06_2017_20-38-47" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.619 INFO     Host "Windows-webservice1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.619 INFO     Host "windowtest" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.619 INFO     Host "WL-ACI-ASAv-UNMGD-CLNT" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.619 INFO     Host "WorkerNode_1" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.619 INFO     Host "WorkerNode_2" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.619 INFO     Host "WorkerNode_3" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.619 INFO     Host "wow24nov" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.620 INFO     Host "WPM_NNMI" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.620 INFO     Host "WPM- SERVER" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.620 INFO     Host "WPMServer_OMi" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.620 INFO     Host "Zenoss_deployment" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.620 INFO     Host "Zenoss_deployment (1)" added to group "ManageIQ__Providers__Vmware__InfraManager__Vm"
    7.653 INFO     Host "manageiqrpm" added to group "manageiqrpm_manageiqrpm_vmx"
    7.663 INFO     Host "MasterServer_1" added to group "MasterServer_1_MasterServer_1_vmx"
    7.671 INFO     Host "MasterServer_2" added to group "MasterServer_2_MasterServer_2_vmx"
    7.677 INFO     Host "MasterServer_3" added to group "MasterServer_3_MasterServer_3_vmx"
    7.688 INFO     Host "M-Compute1" added to group "M_Compute1_M_Compute1_vmx"
    7.696 INFO     Host "M-Compute2" added to group "M_Compute2_M_Compute2_vmx"
    7.702 INFO     Host "M-Controller1" added to group "M_Controller1_M_Controller1_vmx"
    7.708 INFO     Host "M-Controller2" added to group "M_Controller2_M_Controller2_vmx"
    7.719 INFO     Host "MDM" added to group "MDM_MDM_vmx"
    7.725 INFO     Host "MidoNet Compute1" added to group "MidoNetCompute1_MidoNetCompute1_vmx"
    7.732 INFO     Host "Midonet Compute2" added to group "MidonetCompute2_MidonetCompute2_vmx"
    7.738 INFO     Host "MidoNet Control VM1" added to group "MidoNetControlVM1_MidoNetControlVM1_vmx"
    7.744 INFO     Host "MidoNet Gateway VM1" added to group "MidoNetGatewayVM1_MidoNetGatewayVM1_vmx"
    7.750 INFO     Host "MidoNSDB VM1" added to group "MidoNSDBVM1_MidoNSDBVM1_vmx"
    7.756 INFO     Host "M-Junipercontrail" added to group "M_Junipercontrail_M_Junipercontrail_vmx"
    7.762 INFO     Host "ml2_compute" added to group "ml2_compute_ml2_compute_vmx"
    7.768 INFO     Host "ml2_control" added to group "ml2_control_ml2_control_vmx"
    7.774 INFO     Host "Mon-Nagios" added to group "Mon_Nagios_Mon_Nagios_vmx"
    7.780 INFO     Host "NCDE-DB-1" added to group "NCDE_DB_1_NCDE_DB_1_vmx"
    7.786 INFO     Host "Anuta-NCX62-2.150" added to group "NCX62_NCX62_vmx"
    7.792 INFO     Host "NCX-39 Trial-SDNLAB" added to group "NCX_NCX_vmx"
    7.798 INFO     Host "Anuta-NCX-Production-1.150" added to group "NCX_Production_Large_NCX_Production_Large_vmx"
    7.804 INFO     Host "Netbackup_Master" added to group "Netbackup_Master_Netbackup_Master_vmx"
    7.810 INFO     Host "nexenta-auto" added to group "nexenta_auto_nexenta_auto_vmx"
    7.816 INFO     Host "NexentaEdge-Dep" added to group "NexentaEdge_Dep_NexentaEdge_Dep_vmx"
    7.822 INFO     Host "NexentaFusion 1.0.0.34" added to group "NexentaFusion1_0_0_34_NexentaFusion1_0_0_34_vmx"
    7.828 INFO     Host "NexentaFusion-1.1.1.6_Dev_Jyoti" added to group "NexentaFusion_1_1_1_6_Dev_Jyoti_NexentaFusion_1_1_1_6_Dev_Jyoti_vmx"
    7.834 INFO     Host "Nexentastor4-cobbler" added to group "Nexentastor4_cobbler_Nexentastor4_cobbler_vmx"
    7.840 INFO     Host "NexentaStor5.0.1.0 Dev" added to group "NexentaStor5_0_1_0_NexentaStor5_0_1_0_vmx"
    7.846 INFO     Host "nimashtst8" added to group "nimashtst8_nimashtst8_vmx"
    7.852 INFO     Host "Nimesa_New_2" added to group "Nimesa_New_2_Nimesa_New_2_vmx"
    7.858 INFO     Host "Nimesa_test" added to group "Nimesa_test_Nimesa_test_vmx"
    7.865 INFO     Host "nimtest1" added to group "nimtest1_nimtest1_vmx"
    7.871 INFO     Host "NNMI_New" added to group "NNMI_New_NNMI_New_vmx"
    7.878 INFO     Host "NSX_Controller_07104153-2f40-458c-a6e2-99859bd4f89c" added to group "NSX_Controller_07104153_2f40_458c_a6e2_99859bd4f89c_NSX_Controller_07104153_2f40_458c_a6e2_99859bd4f89c_vmx"
    7.886 INFO     Host "NSX_Controller_7b7a5f4c-c572-4963-a487-39769a01a46d" added to group "NSX_Controller_7b7a5f4c_c572_4963_a487_39769a01a46d_NSX_Controller_7b7a5f4c_c572_4963_a487_39769a01a46d_vmx"
    7.898 INFO     Host "Nutanix_Foundation_VM-3.10" added to group "Nutanix_Foundation_VM_3_10_1_Nutanix_Foundation_VM_3_10_vmx"
    7.905 INFO     Host "OpenShiftAdmin" added to group "OpenShiftAdmin_OpenShiftAdmin_vmx"
    7.918 INFO     Host "openshift_scaleIO1" added to group "openshift_scaleIO1_2_openshift_scaleIO1_vmx"
    7.925 INFO     Host "openshift_scaleIO2" added to group "openshift_scaleIO2_openshift_scaleIO2_vmx"
    7.932 INFO     Host "openshift_scaleIO3" added to group "openshift_scaleIO3_openshift_scaleIO3_vmx"
    7.939 INFO     Host "Openshift Worker Node-2" added to group "OpenshiftWorkerNode_2_OpenshiftWorkerNode_2_vmx"
    7.947 INFO     Host "BIG-IP" added to group "openstack"
    7.947 INFO     Host "cent-repo" added to group "openstack"
    7.948 INFO     Host "comvault-proxy-server" added to group "openstack"
    7.948 INFO     Host "datanode1" added to group "openstack"
    7.948 INFO     Host "datanode2" added to group "openstack"
    7.948 INFO     Host "namenode1" added to group "openstack"
    7.948 INFO     Host "QOS" added to group "openstack"
    7.948 INFO     Host "sdx-cent70002" added to group "openstack"
    7.948 INFO     Host "sdx-cent70003" added to group "openstack"
    7.948 INFO     Host "sdx-cent70004" added to group "openstack"
    7.948 INFO     Host "test-bu01user" added to group "openstack"
    7.956 INFO     Host "Openstack_1" added to group "Openstack_1_Openstack_1_vmx"
    7.964 INFO     Host "openstack-jcontrail1" added to group "openstack_jcontrail1_openstack_jcontrail1_vmx"
    7.971 INFO     Host "Openstack_Undercloud_Newtron_Cisco_ACI (1)" added to group "Openstack_Undercloud_Newtron_Cisco_ACI_1_Openstack_Undercloud_Newtron_Cisco_ACI_1_vmx"
    7.978 INFO     Host "oradbprodserver" added to group "oradbprodserver_oradbprodserver_vmx"
    7.985 INFO     Host "oradbserverupload" added to group "oradbserverupload_oradbserverupload_vmx"
    7.992 INFO     Host "P2V-DLR-0" added to group "P2V_DLR_0_P2V_DLR_0_vmx"
    8.000 INFO     Host "PA-VM-8.0.0" added to group "PA_VM_8_0_0_PA_VM_8_0_0_vmx"
    8.007 INFO     Host "PCIDSS-Test-LAP" added to group "PCIDSS_Test_LAP_PCIDSS_Test_LAP_vmx"
    8.014 INFO     Host "postgress" added to group "postgress_postgress_vmx"
    8.021 INFO     Host "Python-test" added to group "Python_test_Python_test_vmx"
    8.028 INFO     Host "Python_win2k12" added to group "Python_win2k12_Python_win2k12_vmx"
    8.036 INFO     Host "cloudform42.opendc.com" added to group "redhat"
    8.036 INFO     Host "DemoCF4.0" added to group "redhat"
    8.036 INFO     Host "NTP" added to group "redhat"
    8.036 INFO     Host "THC1" added to group "redhat"
    8.043 INFO     Host "Red Hat CloudForms 4.5-New" added to group "RedHatCloudForms4_5_New_RedHatCloudForms4_5_New_vmx"
    8.051 INFO     Host "RHEVM" added to group "RHEVM_new_RHEVM_new_vmx"
    8.062 INFO     Host "RHOS-1" added to group "RHOS_1_RHOS_1_vmx"
    8.071 INFO     Host "Satellite6" added to group "Satellite6_Satellite6_vmx"
    8.079 INFO     Host "ScaleIO-Vcenter" added to group "ScaleIO_Vcenter_ScaleIO_Vcenter_vmx"
    8.086 INFO     Host "SDI-Client" added to group "SDI_Client_SDI_Client_vmx"
    8.093 INFO     Host "SDN Automation Server" added to group "SDNAutomationServer_1_SDNAutomationServer_vmx"
    8.100 INFO     Host "sds1" added to group "sds1_sds1_vmx"
    8.108 INFO     Host "sds2" added to group "sds2_sds2_vmx"
    8.115 INFO     Host "SDX-COE-21" added to group "SDX_COE_21_SDX_COE_21_vmx"
    8.122 INFO     Host "sdx-coe-51" added to group "sdx_coe_51_sdx_coe_51_vmx"
    8.129 INFO     Host "sdx-coe-54" added to group "sdx_coe_54_sdx_coe_54_vmx"
    8.137 INFO     Host "sdx-hea01" added to group "sdx_hea01_sdx_hea01_vmx"
    8.144 INFO     Host "sdxnix05" added to group "sdxnix05_sdxnix05_vmx"
    8.151 INFO     Host "sdx-vm10" added to group "sdx_vm10_sdx_vm10_vmx"
    8.158 INFO     Host "SDX_Win2k8_0001" added to group "SDX_Win2k8_0001_SDX_Win2k8_0001_vmx"
    8.166 INFO     Host "NTNX-16AP6B330005-A-CVM" added to group "ServiceVM_Centos_ServiceVM_Centos_vmx"
    8.166 INFO     Host "NTNX-16AP6B330005-B-CVM" added to group "ServiceVM_Centos_ServiceVM_Centos_vmx"
    8.166 INFO     Host "NTNX-16AP6B330005-C-CVM" added to group "ServiceVM_Centos_ServiceVM_Centos_vmx"
    8.166 INFO     Host "NTNX-16AP6B330005-D-CVM" added to group "ServiceVM_Centos_ServiceVM_Centos_vmx"
    8.174 INFO     Host "SME-Ceph" added to group "SME_Ceph_SME_Ceph_vmx"
    8.181 INFO     Host "SQL-1-Nutanix" added to group "SQL_1_Nutanix_SQL_1_Nutanix_vmx"
    8.188 INFO     Host "Surveillance_IoT" added to group "Surveillance_IoT_Surveillance_IoT_vmx"
    8.199 INFO     Host "SUSE ADMIN" added to group "SUSEADMIN_SUSEADMIN_vmx"
    8.206 INFO     Host "SUSE CLOUD SMT" added to group "SUSECLOUDSMT_SUSECLOUDSMT_vmx"
    8.213 INFO     Host "T7-ACI-Openstack" added to group "T7_ACI_Openstack_T7_ACI_Openstack_vmx"
    8.221 INFO     Host "testbu01" added to group "testbu01_testbu01_vmx"
    8.228 INFO     Host "TestKarthik" added to group "TestKarthik_TestKarthik_vmx"
    8.235 INFO     Host "Test-VMMonitor" added to group "Test_VMMonitor_Test_VMMonitor_vmx"
    8.242 INFO     Host "ThousandEyes VM-RAR" added to group "ThousandEyesVM_RAR_ThousandEyesVM_RAR_vmx"
    8.250 INFO     Host "tsgnix01" added to group "tsgnix01_tsgnix01_vmx"
    8.257 INFO     Host "TSG-RTR1" added to group "TSG_RTR1_TSG_RTR1_vmx"
    8.264 INFO     Host "TSG-RTR2" added to group "TSG_RTR2_TSG_RTR2_vmx"
    8.272 INFO     Host "TSG-RTR3" added to group "TSG_RTR3_TSG_RTR3_vmx"
    8.281 INFO     Host "TSG-Ubuntu" added to group "TSG_Ubuntu_TSG_Ubuntu_vmx"
    8.288 INFO     Host "UnderCloud_10_Telco" added to group "UnderCloud_10_Telco_UnderCloud_10_Telco_vmx"
    8.295 INFO     Host "Undercloud-RHOSP12" added to group "Undercloud_RHOSP12_Undercloud_RHOSP12_vmx"
    8.302 INFO     Host "UndercloudRHOSP12" added to group "UndercloudRHOSP12_UndercloudRHOSP12_vmx"
    8.310 INFO     Host "Undercloud" added to group "Undercloud_Undercloud_vmx"
    8.318 INFO     Host "aviatrix-N-Virgina-GW-A@172.31.31.153" added to group "unknown"
    8.318 INFO     Host "BIG-IP" added to group "unknown"
    8.318 INFO     Host "cent-repo" added to group "unknown"
    8.318 INFO     Host "comvault-proxy-server" added to group "unknown"
    8.318 INFO     Host "datanode1" added to group "unknown"
    8.318 INFO     Host "datanode2" added to group "unknown"
